obj,rel,sbj,GT_1,GT_2,GT_3,GT_4,GT_5,GT_6,GT_7,GT_8,GT_9,GT_10,GT_11,GT_12,GT_13,GT_14,GT_15,GT_16,GT_17,GT_18,GT_19,GT_20,GT_21,GT_22,GT_23,GT_24,GT_25,GT_26,GT_27,GT_28,GT_29,GT_30,GT_31,GT_32,GT_33,GT_34,GT_35,GT_36,GT_37,GT_38,GT_39,GT_40,GT_41,GT_42,GT_43,GT_44,GT_45,GT_46,GT_47,GT_48,GT_49,GT_50,GT_51,GT_52,GT_53,GT_54,GT_55,GT_56,GT_57,GT_58,GT_59,GT_60,GT_61,GT_62,GT_63,GT_64,GT_65,GT_66,GT_67,GT_68,GT_69,GT_70,GT_71,GT_72,GT_73,GT_74,GT_75,GT_76,GT_77,GT_78,GT_79,GT_80,GT_81,GT_82,GT_83,GT_84,GT_85,GT_86,GT_87,GT_88,GT_89,GT_90,GT_91,GT_92,GT_93,GT_94,GT_95,GT_96,GT_97,GT_98,GT_99,GT_100,GT_101,GT_102,GT_103,GT_104,GT_105,GT_106,GT_107,GT_108,GT_109,GT_110,GT_111,GT_112,GT_113,GT_114,GT_115,GT_116,GT_117,GT_118,GT_119,GT_120,GT_121,GT_122,GT_123,GT_124,GT_125,GT_126,GT_127,GT_128,GT_129,GT_130,GT_131,GT_132,GT_133,GT_134,GT_135,GT_136,GT_137,GT_138,GT_139,GT_140,GT_141,GT_142,GT_143,GT_144,GT_145,GT_146,GT_147,GT_148,GT_149,GT_150,GT_151,GT_152,GT_153,GT_154,GT_155,GT_156,GT_157,GT_158,GT_159,GT_160,GT_161,GT_162,GT_163,GT_164,GT_165,GT_166,GT_167,GT_168,GT_169,GT_170,GT_171,GT_172,GT_173,GT_174,GT_175,GT_176,GT_177,GT_178,GT_179,GT_180,GT_181,GT_182,GT_183,GT_184,GT_185,GT_186,GT_187,GT_188,GT_189,GT_190,GT_191,GT_192,GT_193,GT_194,GT_195,GT_196,GT_197,GT_198,GT_199,GT_200,GT_201,GT_202,GT_203,GT_204,GT_205,GT_206,GT_207,GT_208,GT_209,GT_210,GT_211,GT_212,GT_213,GT_214,GT_215,GT_216,GT_217,GT_218,GT_219,GT_220,GT_221,GT_222,GT_223,GT_224,GT_225,GT_226,GT_227,GT_228,GT_229,GT_230,GT_231,GT_232,GT_233,GT_234,GT_235,GT_236,GT_237,GT_238,GT_239,GT_240,GT_241,GT_242,GT_243,GT_244,GT_245,GT_246,GT_247,GT_248,GT_249,GT_250,GT_251,GT_252,GT_253,GT_254,GT_255,GT_256,GT_257,GT_258,GT_259,GT_260,GT_261,GT_262,GT_263,GT_264,GT_265,GT_266,GT_267,GT_268,GT_269,GT_270,GT_271,GT_272,GT_273,GT_274,GT_275,GT_276,GT_277,GT_278,GT_279,GT_280,GT_281,GT_282,GT_283,GT_284,GT_285,GT_286,GT_287,GT_288,GT_289,GT_290,GT_291,GT_292,GT_293,GT_294
296,1,690,305.0,1.0,690.0,312.0,1.0,690.0,283.0,1.0,690.0,296.0,1.0,692.0,296.0,1.0,694.0,305.0,1.0,692.0,312.0,1.0,692.0,282.0,1.0,692.0,283.0,1.0,692.0,312.0,1.0,694.0,283.0,1.0,694.0,338.0,1.0,696.0,339.0,1.0,696.0,448.0,1.0,710.0,385.0,1.0,730.0,326.0,1.0,758.0,338.0,1.0,758.0,339.0,1.0,758.0,448.0,1.0,781.0,282.0,1.0,789.0,340.0,1.0,794.0,357.0,1.0,797.0,414.0,1.0,661.0,13.0,1.0,661.0,357.0,1.0,665.0,584.0,1.0,665.0,108.0,1.0,674.0,115.0,1.0,674.0,448.0,1.0,679.0,453.0,1.0,679.0,187.0,1.0,680.0,690.0,2.0,692.0,690.0,2.0,694.0,690.0,2.0,696.0,690.0,2.0,710.0,690.0,2.0,730.0,690.0,2.0,758.0,690.0,2.0,781.0,690.0,2.0,789.0,690.0,2.0,794.0,690.0,2.0,797.0,690.0,2.0,661.0,690.0,2.0,665.0,690.0,2.0,674.0,690.0,2.0,679.0,690.0,2.0,680.0,296.0,3.0,305.0,296.0,3.0,312.0,296.0,3.0,326.0,296.0,3.0,338.0,296.0,3.0,339.0,296.0,3.0,340.0,296.0,3.0,357.0,296.0,3.0,385.0,296.0,3.0,414.0,296.0,3.0,448.0,296.0,3.0,453.0,296.0,3.0,584.0,296.0,3.0,13.0,296.0,3.0,108.0,296.0,3.0,115.0,296.0,3.0,187.0,296.0,3.0,282.0,296.0,3.0,283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,0,690,307.0,0.0,690.0,468.0,0.0,690.0,258.0,0.0,691.0,262.0,0.0,691.0,314.0,0.0,692.0,468.0,0.0,692.0,258.0,0.0,760.0,262.0,0.0,760.0,604.0,0.0,830.0,1.0,0.0,661.0,32.0,0.0,661.0,35.0,0.0,661.0,66.0,0.0,661.0,432.0,0.0,663.0,560.0,0.0,663.0,1.0,0.0,663.0,12.0,0.0,663.0,15.0,0.0,663.0,29.0,0.0,663.0,32.0,0.0,663.0,33.0,0.0,663.0,35.0,0.0,663.0,52.0,0.0,663.0,66.0,0.0,663.0,67.0,0.0,663.0,68.0,0.0,663.0,89.0,0.0,663.0,94.0,0.0,663.0,109.0,0.0,672.0,492.0,0.0,679.0,171.0,0.0,680.0,690.0,2.0,691.0,690.0,2.0,692.0,690.0,2.0,760.0,690.0,2.0,830.0,690.0,2.0,661.0,690.0,2.0,663.0,690.0,2.0,672.0,690.0,2.0,679.0,690.0,2.0,680.0,297.0,3.0,307.0,297.0,3.0,314.0,297.0,3.0,432.0,297.0,3.0,468.0,297.0,3.0,492.0,297.0,3.0,560.0,297.0,3.0,604.0,297.0,3.0,1.0,297.0,3.0,12.0,297.0,3.0,15.0,297.0,3.0,29.0,297.0,3.0,32.0,297.0,3.0,33.0,297.0,3.0,35.0,297.0,3.0,52.0,297.0,3.0,66.0,297.0,3.0,67.0,297.0,3.0,68.0,297.0,3.0,89.0,297.0,3.0,94.0,297.0,3.0,109.0,297.0,3.0,171.0,297.0,3.0,258.0,297.0,3.0,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,1,690,298.0,1.0,694.0,325.0,1.0,696.0,563.0,1.0,710.0,325.0,1.0,758.0,451.0,1.0,781.0,512.0,1.0,793.0,512.0,1.0,667.0,596.0,1.0,669.0,690.0,2.0,694.0,690.0,2.0,696.0,690.0,2.0,710.0,690.0,2.0,758.0,690.0,2.0,781.0,690.0,2.0,793.0,690.0,2.0,667.0,690.0,2.0,669.0,298.0,3.0,325.0,298.0,3.0,451.0,298.0,3.0,512.0,298.0,3.0,563.0,298.0,3.0,596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,1,694,298.0,1.0,690.0,325.0,1.0,719.0,451.0,1.0,781.0,512.0,1.0,793.0,596.0,1.0,669.0,694.0,2.0,719.0,694.0,2.0,781.0,694.0,2.0,793.0,694.0,2.0,669.0,694.0,2.0,690.0,298.0,3.0,325.0,298.0,3.0,451.0,298.0,3.0,512.0,298.0,3.0,596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,1,692,306.0,1.0,692.0,321.0,1.0,692.0,274.0,1.0,692.0,243.0,1.0,724.0,428.0,1.0,662.0,440.0,1.0,663.0,558.0,1.0,663.0,583.0,1.0,665.0,147.0,1.0,680.0,306.0,1.0,690.0,243.0,1.0,690.0,692.0,2.0,724.0,692.0,2.0,662.0,692.0,2.0,663.0,692.0,2.0,665.0,692.0,2.0,680.0,692.0,2.0,690.0,299.0,3.0,306.0,299.0,3.0,321.0,299.0,3.0,428.0,299.0,3.0,440.0,299.0,3.0,558.0,299.0,3.0,583.0,299.0,3.0,147.0,299.0,3.0,243.0,299.0,3.0,274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,1,694,306.0,1.0,694.0,243.0,1.0,694.0,243.0,1.0,760.0,516.0,1.0,793.0,440.0,1.0,663.0,558.0,1.0,663.0,583.0,1.0,665.0,155.0,1.0,679.0,157.0,1.0,679.0,167.0,1.0,679.0,184.0,1.0,679.0,147.0,1.0,680.0,306.0,1.0,690.0,243.0,1.0,690.0,694.0,2.0,760.0,694.0,2.0,793.0,694.0,2.0,663.0,694.0,2.0,665.0,694.0,2.0,679.0,694.0,2.0,680.0,694.0,2.0,690.0,299.0,3.0,306.0,299.0,3.0,440.0,299.0,3.0,516.0,299.0,3.0,558.0,299.0,3.0,583.0,299.0,3.0,147.0,299.0,3.0,155.0,299.0,3.0,157.0,299.0,3.0,167.0,299.0,3.0,184.0,299.0,3.0,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1,720,375.0,1.0,804.0,720.0,2.0,804.0,300.0,3.0,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,1,791,512.0,1.0,667.0,259.0,1.0,693.0,791.0,2.0,667.0,791.0,2.0,693.0,301.0,3.0,512.0,301.0,3.0,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,0,690,308.0,0.0,690.0,470.0,0.0,690.0,293.0,0.0,690.0,470.0,0.0,692.0,270.0,0.0,694.0,273.0,0.0,694.0,347.0,0.0,797.0,512.0,0.0,825.0,9.0,0.0,661.0,31.0,0.0,661.0,9.0,0.0,663.0,20.0,0.0,663.0,25.0,0.0,663.0,26.0,0.0,663.0,28.0,0.0,663.0,31.0,0.0,663.0,40.0,0.0,663.0,41.0,0.0,663.0,44.0,0.0,663.0,58.0,0.0,663.0,580.0,0.0,665.0,596.0,0.0,667.0,31.0,0.0,667.0,600.0,0.0,669.0,31.0,0.0,669.0,596.0,0.0,672.0,116.0,0.0,672.0,133.0,0.0,672.0,596.0,0.0,673.0,113.0,0.0,673.0,116.0,0.0,673.0,133.0,0.0,673.0,116.0,0.0,674.0,122.0,0.0,674.0,133.0,0.0,674.0,488.0,0.0,679.0,169.0,0.0,680.0,690.0,2.0,692.0,690.0,2.0,694.0,690.0,2.0,797.0,690.0,2.0,825.0,690.0,2.0,661.0,690.0,2.0,663.0,690.0,2.0,665.0,690.0,2.0,667.0,690.0,2.0,669.0,690.0,2.0,672.0,690.0,2.0,673.0,690.0,2.0,674.0,690.0,2.0,679.0,690.0,2.0,680.0,301.0,3.0,308.0,301.0,3.0,347.0,301.0,3.0,470.0,301.0,3.0,488.0,301.0,3.0,512.0,301.0,3.0,580.0,301.0,3.0,596.0,301.0,3.0,600.0,301.0,3.0,9.0,301.0,3.0,20.0,301.0,3.0,25.0,301.0,3.0,26.0,301.0,3.0,28.0,301.0,3.0,31.0,301.0,3.0,40.0,301.0,3.0,41.0,301.0,3.0,44.0,301.0,3.0,58.0,301.0,3.0,113.0,301.0,3.0,116.0,301.0,3.0,122.0,301.0,3.0,133.0,301.0,3.0,169.0,301.0,3.0,270.0,301.0,3.0,273.0,301.0,3.0,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,1,720,137.0,1.0,761.0,376.0,1.0,804.0,7.0,1.0,664.0,45.0,1.0,664.0,186.0,1.0,680.0,201.0,1.0,718.0,720.0,2.0,761.0,720.0,2.0,804.0,720.0,2.0,664.0,720.0,2.0,680.0,720.0,2.0,718.0,302.0,3.0,376.0,302.0,3.0,7.0,302.0,3.0,45.0,302.0,3.0,137.0,302.0,3.0,186.0,302.0,3.0,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,1,690,286.0,1.0,690.0,303.0,1.0,692.0,270.0,1.0,692.0,273.0,1.0,692.0,286.0,1.0,692.0,277.0,1.0,694.0,447.0,1.0,713.0,529.0,1.0,713.0,450.0,1.0,735.0,328.0,1.0,758.0,337.0,1.0,758.0,512.0,1.0,793.0,360.0,1.0,797.0,447.0,1.0,817.0,447.0,1.0,818.0,582.0,1.0,829.0,443.0,1.0,661.0,443.0,1.0,663.0,557.0,1.0,663.0,443.0,1.0,665.0,447.0,1.0,665.0,582.0,1.0,665.0,512.0,1.0,667.0,596.0,1.0,669.0,601.0,1.0,669.0,122.0,1.0,672.0,136.0,1.0,672.0,122.0,1.0,673.0,136.0,1.0,673.0,113.0,1.0,674.0,447.0,1.0,679.0,690.0,2.0,692.0,690.0,2.0,694.0,690.0,2.0,713.0,690.0,2.0,735.0,690.0,2.0,758.0,690.0,2.0,793.0,690.0,2.0,797.0,690.0,2.0,817.0,690.0,2.0,818.0,690.0,2.0,829.0,690.0,2.0,661.0,690.0,2.0,663.0,690.0,2.0,665.0,690.0,2.0,667.0,690.0,2.0,669.0,690.0,2.0,672.0,690.0,2.0,673.0,690.0,2.0,674.0,690.0,2.0,679.0,303.0,3.0,328.0,303.0,3.0,337.0,303.0,3.0,360.0,303.0,3.0,443.0,303.0,3.0,447.0,303.0,3.0,450.0,303.0,3.0,512.0,303.0,3.0,529.0,303.0,3.0,557.0,303.0,3.0,582.0,303.0,3.0,596.0,303.0,3.0,601.0,303.0,3.0,113.0,303.0,3.0,122.0,303.0,3.0,136.0,303.0,3.0,270.0,303.0,3.0,273.0,303.0,3.0,277.0,303.0,3.0,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,0,682,452.0,0.0,682.0,488.0,0.0,682.0,503.0,0.0,682.0,452.0,0.0,736.0,488.0,0.0,736.0,503.0,0.0,736.0,682.0,2.0,736.0,303.0,3.0,452.0,303.0,3.0,488.0,303.0,3.0,503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,1,692,270.0,1.0,692.0,273.0,1.0,692.0,286.0,1.0,692.0,303.0,1.0,690.0,447.0,1.0,817.0,443.0,1.0,662.0,443.0,1.0,663.0,557.0,1.0,663.0,443.0,1.0,665.0,447.0,1.0,665.0,582.0,1.0,665.0,512.0,1.0,667.0,596.0,1.0,669.0,601.0,1.0,669.0,122.0,1.0,672.0,136.0,1.0,672.0,113.0,1.0,674.0,286.0,1.0,690.0,692.0,2.0,817.0,692.0,2.0,662.0,692.0,2.0,663.0,692.0,2.0,665.0,692.0,2.0,667.0,692.0,2.0,669.0,692.0,2.0,672.0,692.0,2.0,674.0,692.0,2.0,690.0,303.0,3.0,443.0,303.0,3.0,447.0,303.0,3.0,512.0,303.0,3.0,557.0,303.0,3.0,582.0,303.0,3.0,596.0,303.0,3.0,601.0,303.0,3.0,113.0,303.0,3.0,122.0,303.0,3.0,136.0,303.0,3.0,270.0,303.0,3.0,273.0,303.0,3.0,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,0,694,42.0,0.0,663.0,59.0,0.0,663.0,77.0,0.0,663.0,576.0,0.0,680.0,176.0,0.0,680.0,694.0,2.0,663.0,694.0,2.0,680.0,304.0,3.0,576.0,304.0,3.0,42.0,304.0,3.0,59.0,304.0,3.0,77.0,304.0,3.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,1,694,312.0,1.0,694.0,253.0,1.0,694.0,456.0,1.0,705.0,145.0,1.0,705.0,326.0,1.0,719.0,253.0,1.0,760.0,357.0,1.0,797.0,350.0,1.0,798.0,414.0,1.0,661.0,101.0,1.0,661.0,440.0,1.0,663.0,350.0,1.0,665.0,357.0,1.0,665.0,362.0,1.0,665.0,594.0,1.0,665.0,119.0,1.0,672.0,134.0,1.0,672.0,253.0,1.0,672.0,115.0,1.0,674.0,134.0,1.0,674.0,141.0,1.0,679.0,145.0,1.0,679.0,219.0,1.0,679.0,164.0,1.0,680.0,312.0,1.0,690.0,694.0,2.0,705.0,694.0,2.0,719.0,694.0,2.0,760.0,694.0,2.0,797.0,694.0,2.0,798.0,694.0,2.0,661.0,694.0,2.0,663.0,694.0,2.0,665.0,694.0,2.0,672.0,694.0,2.0,674.0,694.0,2.0,679.0,694.0,2.0,680.0,694.0,2.0,690.0,276.0,3.0,312.0,276.0,3.0,326.0,276.0,3.0,350.0,276.0,3.0,357.0,276.0,3.0,362.0,276.0,3.0,414.0,276.0,3.0,440.0,276.0,3.0,456.0,276.0,3.0,594.0,276.0,3.0,101.0,276.0,3.0,115.0,276.0,3.0,119.0,276.0,3.0,134.0,276.0,3.0,141.0,276.0,3.0,145.0,276.0,3.0,164.0,276.0,3.0,219.0,276.0,3.0,253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,1,692,312.0,1.0,692.0,393.0,1.0,710.0,253.0,1.0,724.0,150.0,1.0,773.0,350.0,1.0,798.0,414.0,1.0,662.0,421.0,1.0,662.0,10.0,1.0,662.0,60.0,1.0,662.0,101.0,1.0,662.0,440.0,1.0,663.0,350.0,1.0,665.0,357.0,1.0,665.0,362.0,1.0,665.0,594.0,1.0,665.0,518.0,1.0,667.0,119.0,1.0,672.0,134.0,1.0,672.0,253.0,1.0,672.0,115.0,1.0,674.0,134.0,1.0,674.0,164.0,1.0,680.0,312.0,1.0,690.0,692.0,2.0,710.0,692.0,2.0,724.0,692.0,2.0,773.0,692.0,2.0,798.0,692.0,2.0,662.0,692.0,2.0,663.0,692.0,2.0,665.0,692.0,2.0,667.0,692.0,2.0,672.0,692.0,2.0,674.0,692.0,2.0,680.0,692.0,2.0,690.0,276.0,3.0,312.0,276.0,3.0,350.0,276.0,3.0,357.0,276.0,3.0,362.0,276.0,3.0,393.0,276.0,3.0,414.0,276.0,3.0,421.0,276.0,3.0,440.0,276.0,3.0,518.0,276.0,3.0,594.0,276.0,3.0,10.0,276.0,3.0,60.0,276.0,3.0,101.0,276.0,3.0,115.0,276.0,3.0,119.0,276.0,3.0,134.0,276.0,3.0,150.0,276.0,3.0,164.0,276.0,3.0,253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,1,787,393.0,1.0,813.0,334.0,1.0,696.0,335.0,1.0,696.0,326.0,1.0,763.0,333.0,1.0,763.0,334.0,1.0,763.0,335.0,1.0,763.0,787.0,2.0,813.0,787.0,2.0,696.0,787.0,2.0,763.0,276.0,3.0,326.0,276.0,3.0,333.0,276.0,3.0,334.0,276.0,3.0,335.0,276.0,3.0,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,0,693,457.0,0.0,693.0,462.0,0.0,693.0,247.0,0.0,693.0,253.0,0.0,693.0,276.0,3.0,457.0,276.0,3.0,462.0,276.0,3.0,247.0,276.0,3.0,253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,1,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,0,682,448.0,0.0,736.0,453.0,0.0,736.0,500.0,0.0,736.0,682.0,2.0,736.0,305.0,3.0,448.0,305.0,3.0,453.0,305.0,3.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,1,692,268.0,1.0,692.0,283.0,1.0,692.0,286.0,1.0,692.0,296.0,1.0,692.0,305.0,1.0,690.0,448.0,1.0,710.0,385.0,1.0,730.0,448.0,1.0,781.0,385.0,1.0,786.0,447.0,1.0,817.0,385.0,1.0,662.0,431.0,1.0,662.0,453.0,1.0,662.0,557.0,1.0,663.0,431.0,1.0,665.0,447.0,1.0,665.0,582.0,1.0,665.0,584.0,1.0,665.0,601.0,1.0,669.0,136.0,1.0,672.0,108.0,1.0,674.0,187.0,1.0,680.0,283.0,1.0,690.0,286.0,1.0,690.0,296.0,1.0,690.0,692.0,2.0,710.0,692.0,2.0,730.0,692.0,2.0,781.0,692.0,2.0,786.0,692.0,2.0,817.0,692.0,2.0,662.0,692.0,2.0,663.0,692.0,2.0,665.0,692.0,2.0,669.0,692.0,2.0,672.0,692.0,2.0,674.0,692.0,2.0,680.0,692.0,2.0,690.0,305.0,3.0,385.0,305.0,3.0,431.0,305.0,3.0,447.0,305.0,3.0,448.0,305.0,3.0,453.0,305.0,3.0,557.0,305.0,3.0,582.0,305.0,3.0,584.0,305.0,3.0,601.0,305.0,3.0,108.0,305.0,3.0,136.0,305.0,3.0,187.0,305.0,3.0,268.0,305.0,3.0,283.0,305.0,3.0,286.0,305.0,3.0,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
